type,phenomenon,dataset,GPT2-xl under-over uuoo perplexity,GPT2-xl under-over uoou perplexity,GPT2-xl under-over oouu perplexity,GPT2-xl under-over ouuo perplexity,Flan-T5 xxl under-over uuoo perplexity,Flan-T5 xxl under-over uoou perplexity,Flan-T5 xxl under-over oouu perplexity,Flan-T5 xxl under-over ouuo perplexity,Mistral under-over uuoo perplexity,Mistral under-over uoou perplexity,Mistral under-over oouu perplexity,Mistral under-over ouuo perplexity,Llama2-7b under-over uuoo perplexity,Llama2-7b under-over uoou perplexity,Llama2-7b under-over oouu perplexity,Llama2-7b under-over ouuo perplexity,OPT-13b under-over uuoo perplexity,OPT-13b under-over uoou perplexity,OPT-13b under-over oouu perplexity,OPT-13b under-over ouuo perplexity,Flan-T5 xxl (un)ambigu uuoo perplexity,Flan-T5 xxl (un)ambigu uoou perplexity,Flan-T5 xxl (un)ambigu oouu perplexity,Flan-T5 xxl (un)ambigu ouuo perplexity,GPT2-xl (un)ambigu uuoo perplexity,GPT2-xl (un)ambigu uoou perplexity,GPT2-xl (un)ambigu oouu perplexity,GPT2-xl (un)ambigu ouuo perplexity,Mistral (un)ambigu uuoo perplexity,Mistral (un)ambigu uoou perplexity,Mistral (un)ambigu oouu perplexity,Mistral (un)ambigu ouuo perplexity,Llama2-7b (un)ambigu uuoo perplexity,Llama2-7b (un)ambigu uoou perplexity,Llama2-7b (un)ambigu oouu perplexity,Llama2-7b (un)ambigu ouuo perplexity,OPT-13b (un)ambigu uuoo perplexity,OPT-13b (un)ambigu uoou perplexity,OPT-13b (un)ambigu oouu perplexity,OPT-13b (un)ambigu ouuo perplexity,Flan-T5 xxl little/lot detail uuoo perplexity,Flan-T5 xxl little/lot detail uoou perplexity,Flan-T5 xxl little/lot detail oouu perplexity,Flan-T5 xxl little/lot detail ouuo perplexity,GPT2-xl little/lot detail uuoo perplexity,GPT2-xl little/lot detail uoou perplexity,GPT2-xl little/lot detail oouu perplexity,GPT2-xl little/lot detail ouuo perplexity,Mistral little/lot detail uuoo perplexity,Mistral little/lot detail uoou perplexity,Mistral little/lot detail oouu perplexity,Mistral little/lot detail ouuo perplexity,Llama2-7b little/lot detail uuoo perplexity,Llama2-7b little/lot detail uoou perplexity,Llama2-7b little/lot detail oouu perplexity,Llama2-7b little/lot detail ouuo perplexity,OPT-13b little/lot detail uuoo perplexity,OPT-13b little/lot detail uoou perplexity,OPT-13b little/lot detail oouu perplexity,OPT-13b little/lot detail ouuo perplexity,Flan-T5 xxl little/lot information uuoo perplexity,Flan-T5 xxl little/lot information uoou perplexity,Flan-T5 xxl little/lot information oouu perplexity,Flan-T5 xxl little/lot information ouuo perplexity,GPT2-xl little/lot information uuoo perplexity,GPT2-xl little/lot information uoou perplexity,GPT2-xl little/lot information oouu perplexity,GPT2-xl little/lot information ouuo perplexity,Mistral little/lot information uuoo perplexity,Mistral little/lot information uoou perplexity,Mistral little/lot information oouu perplexity,Mistral little/lot information ouuo perplexity,Llama2-7b little/lot information uuoo perplexity,Llama2-7b little/lot information uoou perplexity,Llama2-7b little/lot information oouu perplexity,Llama2-7b little/lot information ouuo perplexity,OPT-13b little/lot information uuoo perplexity,OPT-13b little/lot information uoou perplexity,OPT-13b little/lot information oouu perplexity,OPT-13b little/lot information ouuo perplexity,underspecified sentence,control sentence,und length in words,control length in words,und word length,control word length,und length in characters,control length in characters,und average concreteness,control average concreteness,und average AoA,control average AoA,und average word frequency,control average word frequency
3,Referential Ambiguity,WSC273,11.63784463825065,11.314239974354212,10.72567725072572,11.07061446487617,8.521061580261138,8.679031040207674,8.719498074717285,8.584640212164164,8.55559100234727,7.912930033452389,7.774289098256075,8.368107848211924,8.38257692719322,7.797981794355782,7.160895781140314,7.714920236478134,11.321709187960003,10.76402950873141,11.483979949209717,11.976631343592558,7.730533960110403,7.835358875637125,8.26942748748089,8.165766121672569,10.466496439403134,10.288701411955998,10.29181230844785,10.543122554603858,7.713233709093408,7.118117295898774,7.144369527388656,7.6706176964588435,7.443755393914661,6.981564747249632,6.907212571840671,7.307894917615687,10.666862379606387,10.25256094879917,10.230655661752568,10.537933090627464,8.548680872057636,8.699970089860154,8.731301680597005,8.579569894012934,10.721013930649455,10.698883181160326,10.35015322241588,10.494930230537667,8.838673007274208,8.050495578763316,7.72608967386199,8.246498254452574,8.421177823130375,8.099386288298033,7.727769800026505,8.306188324438414,11.300913962104048,10.874825480746258,10.406809941295393,10.743190457820669,8.20020860501133,8.325773271154842,8.376152015022136,8.260115023524765,10.24244856334894,10.126335768958164,9.880075873087891,10.150626222580884,8.406209197962518,7.750260012062147,7.673151027315326,8.22979924629929,8.181311084026747,7.862909294816466,7.463986358089197,7.993489101056888,10.885118422193406,10.511628078536246,9.874360501033047,10.199272642179684,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time.","Adam can't leave work here until Mary arrives to replace him. If Mary had left home for work on time, he would be gone by this time.",27,27,3.851851852,3.925925926,130,132,2.700607504,2.700607504,7.46152962,7.46152962,0.057440663,0.057440663
3,Referential Ambiguity,WSC273,10.917968808214756,11.30967398607404,10.793333352384172,10.429783666636617,8.403898677044408,8.58379290456503,8.655995820219163,8.505874852664746,7.255508537912616,7.475444788516365,7.236603483356389,7.144912916839862,7.44192232399354,7.520633420240693,6.889925467296624,6.840952812322692,10.060792749145644,10.223418741122288,10.859414671377175,10.706242254241758,7.6221450646074365,7.839935176501708,8.2316379740848,8.05649397957714,9.853225677572722,10.305680476047016,10.270557739491377,9.896661379760356,6.597572003371984,6.706056569096368,6.677569010060623,6.563456766479438,6.523357636647353,6.647206882281033,6.608348655446191,6.457040428842952,9.544515185328532,9.730821838406587,9.636201637446351,9.409041468687931,8.465355715285073,8.693231438806267,8.754082296088747,8.525125707936484,10.10653128907827,10.615337816850811,10.282994823221449,9.877722915255529,7.496750226947344,7.656775078459304,7.214959597146641,7.1155432737429205,7.5238472679950785,7.827046528426218,7.5089786133071375,7.395515508107011,10.163654703157851,10.41263489291441,9.94231981256222,9.677609981923371,8.088465877961504,8.303259903695084,8.395965983208475,8.203828260590113,9.641317117361613,10.058873988209251,9.816068269527252,9.524084083452934,7.195780180341096,7.33135823717089,7.129353262812611,7.058054957627158,7.337705976840351,7.574159323824245,7.210308009240421,7.126279041387729,9.82451816634848,9.993946320936532,9.343633442685473,9.163771988593329,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.","Adam can't leave work here until Mary arrives to replace him. If Mary had left home for work on time, she would be here by this time.",27,27,3.851851852,3.962962963,130,133,2.740977875,2.719866763,7.192588988,7.183510803,0.058409498,0.057603189
3,Referential Ambiguity,WSC273,14.01871882616614,14.171666300764096,13.065237936424682,12.9704205542695,7.141099842989031,7.184256245240464,7.357057573565335,7.314590302810291,8.017662489635722,8.297679162956639,8.176116397930198,7.814231234397861,7.757504947867518,7.655417013940511,7.026557497394222,7.123304647939181,13.960646256090651,13.76168333899489,14.917630007922345,15.24109211439079,6.642097018091626,6.704577797321758,7.139548969349817,7.123330122907324,11.733990998439744,11.821063293582036,12.578819028585636,12.520536478348546,7.334514807769224,7.588020828282626,7.197682182787349,6.949194081255057,7.229256401368592,7.310929829120754,6.7160984531852215,6.83146854423999,13.230793443557928,13.121831908883502,12.22259007265856,12.668055133264708,7.231621552341862,7.266833167578278,7.364784751400348,7.343277450498104,12.440004084150488,12.68432686821206,12.285781772635056,12.001510998959867,8.631309425435308,9.095442346687944,7.976617763835472,7.652017433234602,7.887161650583852,8.073297506074011,7.750141753381688,7.766128562741179,13.85051426373741,13.704920599812445,12.612759707492206,12.776870050041737,6.887574363178292,6.893297905895368,7.080664631634954,7.105386930953851,11.694192822351924,11.85187424411097,11.823845343323418,11.593321518203194,8.020796148208506,8.452551234408888,7.784850293401909,7.516512307755387,7.562553188956263,7.654816548781148,7.283141723374493,7.401407036079943,13.47278879666209,13.376225544445024,12.195646971924726,12.339770205617896,"Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.","Alice tried frantically to stop her son from barking at the party, leaving us to wonder why he was behaving so strangely.",22,22,4.818181818,4.545454545,127,121,2.625684901,2.622048538,7.127341164,7.085300755,0.110906214,0.111955026
3,Referential Ambiguity,WSC273,14.113138480574513,14.230759158157676,13.181653159673996,13.073788280579665,7.388520565108602,7.609950105764775,7.778035995048182,7.578082581256513,8.001445946632236,8.114530159417923,8.174991707235174,7.977873033351513,7.812631031522783,8.029507608540017,7.335483643019354,7.214459902040749,13.299131043842214,13.465229486062164,14.739170416178206,14.448107821805916,6.842342574203236,7.012888945606768,7.453560127562764,7.292210694308229,11.807207901520927,11.938671292630726,12.65560252141232,12.526057197752422,7.37029595344432,7.405126051744996,7.168594675554504,6.902033656983868,7.300807912059863,7.410961626748428,6.938068358458289,6.845748031283154,12.536176371337088,12.79409292169617,12.238730222273828,12.026875312294893,7.476517801042814,7.676164676616799,7.786881080157721,7.555791158329917,12.658487418391376,12.803549447748416,12.44866760954234,12.308726767560811,8.710625729959029,8.845969395886522,7.931107417534167,7.777696642074227,8.030411248535179,8.286578323356277,8.119383724491858,7.841991550968287,13.651997931341825,13.674546881091286,12.736807874122306,12.605842230646903,7.080516919000671,7.269021705243363,7.485334093967382,7.282817885204137,11.89434423865999,12.012987768195948,11.957540749359026,11.803759959332671,8.113141196194839,8.179079928726303,7.833046515143827,7.638831220249158,7.657724406371863,7.888468668750258,7.724842711171403,7.492426052353702,13.232809301507348,13.309849358479946,12.340973554754008,12.163237619800308,"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.","Alice tried frantically to stop her son from chatting at the party, leaving us to wonder why she was behaving so strangely.",22,22,4.863636364,4.636363636,128,123,2.575230356,2.545684901,7.127341164,7.074159346,0.110906933,0.110966183
3,Referential Ambiguity,WSC273,16.682832037089835,17.214092803370303,15.448127413196948,14.95340283847011,9.857184861422,10.21437735352145,10.252316511611744,9.923629938249668,11.18265703893726,10.800108485642598,10.97717889585936,11.329121207596222,11.332349449665973,10.56423340606577,9.32118522901489,10.115445863065323,17.25035836712058,16.36445194233649,16.789918354335445,17.8184762479568,8.490367011658384,8.926721943722228,9.75670806625354,9.341140983571998,13.67303420132257,13.887783637573012,14.399564207180475,14.174237792119458,9.843251361534838,9.743701763322491,9.041377598853511,9.415423549774722,9.780125869438884,9.023673500921475,8.590608526341862,9.342357060174631,15.657452451043644,14.692247797587305,13.789113895109306,14.60394328411511,9.647258708428616,9.950569972731245,10.044459018846824,9.713722176076738,14.302682694235772,14.545017250214796,14.396618888361214,14.078315099458017,11.8563792770864,11.47943304125089,10.71333052584379,10.899471627371332,11.58287254264024,11.346331999046065,10.611736965896029,11.045744602421422,16.29205858755877,15.581795640831247,14.261001427313564,14.845077279773362,8.95839383937372,9.20496281443721,9.492383230036149,9.191484470380386,13.47103506972548,13.686602135100063,13.662222112389696,13.353827847315968,11.014505386754664,10.799598658265552,10.709512592031391,10.723404140182812,10.83596219859187,10.523777475501351,9.91931296811198,10.51676196272166,15.331520162005877,14.783299546441446,13.483672787238744,13.992165852389787,"Although they ran at about the same speed, Sue beat Sally because she had such a bad start.","Although they ran at about the same speed, Sue beat John because he had such a bad start.",18,18,4.111111111,4.0,91,89,2.487851933,2.519518599,7.047963193,7.061580471,0.092337116,0.09354658
3,Referential Ambiguity,WSC273,16.5326969211743,16.479428043228552,14.753905336464753,14.804211755630222,9.7076586438775,9.957200668684049,10.043865129564198,9.828962604852157,10.405899389232472,10.36356134142351,10.613882652686405,10.475850908021997,10.075252778438598,10.051698668846562,8.851513698833015,8.968566244716982,15.855586673178946,15.418429529565612,15.951584903732282,16.479769869931904,8.49351532145251,8.736703292337058,9.51732201442062,9.278127072093517,13.633369897074935,13.312575515535665,13.838209057230568,14.118001503959816,9.071840464624543,9.13139140682069,8.608688205678472,8.760074425871275,8.822427997741913,8.566968471942127,8.109646626280284,8.348727856394996,14.418970988461908,13.955697687387817,13.13702638261755,13.575307606327785,9.451492509515308,9.6764125558803,9.798384278997377,9.50171429779081,14.110339215980607,14.039550276135158,13.84552550807704,13.941716736028852,11.144665051716968,11.053026025013082,10.26604823951172,10.098469625632683,10.429505165084388,10.63241735880714,10.063904318060075,9.741731991011356,15.20918118773838,14.770736116987186,13.496480032547964,13.816803365154046,8.787615669673873,9.023223867138476,9.327718986134752,8.972597794843693,13.236595780251074,13.102455856743012,13.081143432028345,13.185255244411191,10.453483500754825,10.413258035529187,10.286712207025571,10.09380224643668,9.863424096158813,9.927889612160085,9.496577792972376,9.479435474553858,14.399190001566318,13.988516752730291,12.850385535183232,13.212447177321618,"Although they ran at about the same speed, Sue beat Sally because she had such a good start.","Although they ran at about the same speed, Sue beat John because she had such a good start.",18,18,4.166666667,4.111111111,92,91,2.48562971,2.48562971,7.090185415,7.090185415,0.09298714,0.09298714
3,Referential Ambiguity,WSC273,21.64274544208085,21.60168993205492,19.154492783271447,19.243045909915484,13.243565732270454,12.605749061514429,13.130879486937037,13.748362202013208,13.258714660512544,13.386508095051244,12.635025984581976,12.322803422814854,12.881505108694355,13.162339404014007,11.041639722116429,10.732622298252227,18.09761364057082,19.10309417868169,20.330217497968302,19.490874553665773,10.81210151562198,10.4677916358764,12.037561235424018,12.295126411509944,17.580503512628557,17.44672721010104,18.2982821566404,18.12172357026506,11.729921194260314,11.6664200045068,11.018594925423312,11.122829206121168,10.810387410599336,11.030680668257714,10.480614985658097,10.057708519625209,17.184764865953255,18.10143264794922,17.012098550186252,16.0457731744122,12.313038492795528,11.950187689420218,12.394545519003575,12.971719422780373,18.04038641152276,18.12703431110758,17.415852714767325,17.37464880215601,14.04687605645796,13.63243054976892,11.87793609546426,11.713887889122896,13.202345542948468,13.281956624068142,12.940061046814897,12.422141272551544,17.668965180770154,18.93044702816448,16.836277262264097,16.07536857740965,11.19993371300957,10.854548279996733,11.363845287036275,11.946487220825157,16.58949960549364,16.525398500300913,16.139490155855505,16.19303842141071,12.408261765043608,12.080846395135316,11.60079518907803,11.500872094764665,12.174244976762909,12.545134186893309,12.29702609674898,11.902324111549508,16.44846912269924,17.765541050090743,15.70966357314571,14.909036085074616,"Ann asked Mary what time the library closes, because she had forgotten.","Tim asked Mary what time the library closes, because he had forgotten.",12,12,5.0,4.916666667,71,70,2.735944565,2.783444565,7.663327534,7.68375345,0.094342567,0.096156764
3,Referential Ambiguity,WSC273,23.92131442348908,22.567275145365908,20.421912706458823,21.12720249802533,15.786739157633182,17.412215712319334,17.893842057446506,16.68206439780918,14.36114397057774,14.763757919163378,14.243084029955137,12.923852567878583,15.741873930839327,15.125189347394732,12.670930784921165,14.568450708209742,19.4443487781244,21.95703797243502,23.29835837650172,21.577528208346227,13.03821219110988,13.760272563687735,15.39133888553228,14.46096915328702,20.09454661059473,19.041062179772176,19.551416387722032,20.295725732687465,12.361065323746072,13.181552592025104,12.439230001001754,11.87094897118174,13.9098763328094,12.643976055072894,12.391180128543198,12.97835495853729,19.9016903879544,21.0113803190317,19.806875959579344,18.30257987193864,14.345453675227288,14.923638382807765,15.41661734832013,15.099704710967128,19.74925781164428,18.91095930613568,18.28511169443057,19.066842658126017,15.72760340066752,15.59933282323166,13.647464622479625,12.193483858176888,17.777697244144647,15.196857268788875,14.820029274217744,17.038503302995863,19.23253790187396,21.666003877440765,19.068415600782306,17.944339950659316,13.06704475871737,14.417785013289985,14.665009968422993,13.984531849293,18.029632408665982,17.074830461844062,16.793028995578457,17.771238892761843,13.5966309098524,13.778942585288268,13.454504733278242,12.330532747155983,16.51198443683528,14.208227950503328,14.060754616140873,15.260777990977434,17.57044674536546,19.85741255471453,17.441632414845767,16.297058486629677,"Ann asked Mary what time the library closes, but she had forgotten.","Time asked Mary what time the library closes, but she had forgotten.",12,12,4.666666667,4.75,67,68,2.804277899,2.804277899,7.676648784,7.676648784,0.096966833,0.096966833
3,Referential Ambiguity,WSC273,16.85557195644368,16.983965083957532,15.716403129116216,15.526651554318422,10.968257995552928,11.134726635454872,11.011055280791858,10.897065555547568,10.444654503538509,10.258605289108363,10.266873119455358,10.307538185128864,11.02689160559869,11.258511927209549,9.731014401035312,9.597148530757718,15.363610849864594,15.243254354671738,16.627945558754426,16.650169027797283,9.577746449620053,9.692441264400973,10.231104480420164,10.130832205810329,14.455922508007813,14.370377943653343,15.160205635561706,15.058820390546185,9.145562206371707,8.84112414147338,8.442670221133431,8.57436151355786,9.768539209126605,9.90958833996852,9.493302117680578,9.375606448019914,14.464200068767676,14.5988223787337,13.399973807678233,13.414290972163174,10.013840550741763,10.01015256472387,10.295132780266714,10.261878347865364,14.351296605162933,14.461251872675511,14.134908909019456,14.115470503477647,10.54451019523042,10.42995276049307,9.922281422565272,9.914967145030896,11.718781911694231,11.961951904906725,11.417165402496778,11.162367378934787,14.91341242902314,14.925645270715178,13.893473282234073,13.648974473426,9.243616636136784,9.238917019294826,9.599379725130516,9.593431025852324,13.59000003071233,13.652518723666878,13.638857758667893,13.663342679029952,9.724896021203763,9.70488628538046,9.698261751987095,9.70397236746199,11.14107323792537,11.33180639230492,10.711675495131429,10.542934030566991,14.23212994663527,14.334793383768714,13.258445967702803,13.015570528963355,Anna did a lot better than her good friend Lucy on the test because she had studied so hard.,Anna did a lot better than her good friend Tommy on the test because she had studied so hard.,19,19,3.894736842,3.947368421,92,93,2.466778993,2.466778993,6.591904284,6.591904284,0.090647443,0.090647443
3,Referential Ambiguity,WSC273,20.06676416453789,21.54237375314004,19.865424735017005,18.713259914836687,11.860809670621151,12.036298511229631,11.815219457581232,11.673835034221572,12.159201570548488,11.492207829823265,11.48469732609086,12.060801765466213,12.607278925733826,12.440674401959653,10.866029211234292,10.962080404673838,17.977278551685703,18.223367802618,20.488052459823603,19.627751282156098,9.991687736317294,10.343645558762365,11.066175816562362,10.74135666898402,16.70873768104488,17.843911699334292,18.86049748167355,17.39964567405356,10.538219512569771,10.024047475195667,9.803193187175712,10.229199575885133,11.100628560420065,11.21637595571014,10.566802802183242,10.890824198501576,16.878916553609447,17.52104699086624,16.758092455457525,16.081195286267413,10.782695300483663,10.8629804283876,11.16110332552172,11.079087669331724,17.089516644352123,18.119943588788097,17.597793640798137,16.684260019663473,12.203654411811996,11.789168730556987,11.044996710693674,11.473465391987162,12.67968560249694,12.994600810190606,12.321399145869847,12.3160508454451,17.049536006335117,17.745259708069064,17.075294557228176,16.284400490277537,9.974103504517622,10.091400795261398,10.508781457846933,10.440922361163162,15.958439660013584,16.937498340916502,16.684840794056353,15.803410526669532,11.101777242550623,10.825803495265612,10.725360162522405,11.127022633128526,11.9699971126083,12.26018711949526,11.417132737771274,11.512937830435863,16.48283876971518,17.17518016855229,16.00605137582112,15.347399776177308,Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.,Anna did a lot worse than her good friend Tommy on the test because he had studied so hard.,19,19,3.842105263,3.842105263,91,91,2.45098952,2.48098952,6.906775709,6.919676288,0.09032577,0.091471578
